id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,log_price
7255577,Cool room Manhattan - Sleeps up to 3 guests,37579015,Ana,Manhattan,Hell's Kitchen,40.75834,-73.99277,Private room,100,1,147,2019-06-13,3.03,5,149,4.605170185988092
35654692,Modern 3BED LOFT Near Metro & Madison Sq.Park,258376648,Samuel,Manhattan,Murray Hill,40.74673,-73.9792,Entire home/apt,300,6,0,NA,NA,1,57,5.703782474656201
15095408,One bedroom in luxury FiDi building,17423162,Rishab,Manhattan,Financial District,40.7083,-74.01406,Private room,80,5,1,2017-01-01,0.03,1,0,4.382026634673881
34087750,Sonder | 116 John | Ideal 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70722,-74.00499,Entire home/apt,160,29,0,NA,NA,327,328,5.075173815233827
29858389,Cozy one bedroom apt near Central Park,78482422,Esperanza,Manhattan,East Harlem,40.79,-73.94728,Entire home/apt,160,2,11,2019-06-23,1.49,1,0,5.075173815233827
3201696,Cozy 5 Bdrm in Historic Harlem NY,13789963,Larry,Manhattan,Harlem,40.82931,-73.94358,Entire home/apt,340,3,141,2019-07-05,2.34,1,273,5.8289456176102075
9445342,Times Sq brand huge new 2 room!!!!,48866651,Nissim,Manhattan,Hell's Kitchen,40.75591,-73.99499,Entire home/apt,80,30,10,2019-03-31,0.24,5,357,4.382026634673881
30934007,Bohemian getaway in NYC,230009785,Aurelia,Manhattan,Chinatown,40.71581,-73.99056,Entire home/apt,280,2,0,NA,NA,1,1,5.634789603169249
652371,ELEGANT MIDTOWN EAST STUDIO E.52 ST,1475015,Mike,Manhattan,Midtown,40.75743,-73.96939,Entire home/apt,90,30,3,2016-12-31,0.05,52,358,4.499809670330265
11057550,Penthouz 1200SQF W&D 2bd 2.5ba 350SQF Terrace 5197,16098958,Jeremy & Laura,Manhattan,West Village,40.73134,-74.00215,Entire home/apt,450,30,0,NA,NA,96,327,6.1092475827643655
26895166,2018Serenity,202318295,2018Serenity,Manhattan,East Harlem,40.79424,-73.9429,Private room,50,5,4,2019-06-22,0.39,1,32,3.912023005428146
18386307,"Sunny, Chelsea Studio has queen bed and sleep loft",7245581,Michael,Manhattan,Chelsea,40.74988,-73.99553,Entire home/apt,90,110,6,2019-05-25,0.26,19,332,4.499809670330265
1911641,"Modern Midtown Apt, close to MoMA",5032943,Michael,Manhattan,Midtown,40.75876,-73.96854,Entire home/apt,180,30,2,2015-03-23,0.04,1,342,5.19295685089021
9910133,1 bed cozy studio @ Gramercy on Lex,17131739,Xenia,Manhattan,Midtown,40.7415,-73.98354,Entire home/apt,140,7,1,2016-01-02,0.02,1,0,4.941642422609304
7364374,New York Apt in the Heart of NY,8144621,Thomas,Manhattan,Chelsea,40.74627,-73.99142,Private room,150,1,0,NA,NA,1,0,5.0106352940962555
16037130,Greenwich Village Apartment,11402865,Michael,Manhattan,Greenwich Village,40.72796,-74.00154,Entire home/apt,140,3,3,2017-07-31,0.1,1,0,4.941642422609304
21774455,Charming 1BD Apartment near Empire State building,1010743,Mike,Manhattan,Kips Bay,40.74295,-73.97392,Entire home/apt,160,3,2,2019-07-01,0.11,1,2,5.075173815233827
35125511,Wow Fabulous Hell's Kitchen Place,223833249,Diane,Manhattan,Hell's Kitchen,40.76277,-73.99594,Entire home/apt,300,3,3,2019-07-04,3,1,325,5.703782474656201
21973767,Spring in NYC! The perfect spot.,13242534,Elizabeth,Manhattan,Chelsea,40.73936,-73.99753,Entire home/apt,250,7,6,2018-06-05,0.33,1,0,5.521460917862246
1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi",7245581,Michael,Manhattan,Chelsea,40.75028,-73.99533,Entire home/apt,100,115,45,2019-03-15,0.63,19,210,4.605170185988092
30199043,Spacious room in Luxury Chelsea Apt,212033848,Stephanie,Manhattan,Chelsea,40.74453,-73.99196,Private room,150,1,4,2019-07-06,0.55,1,1,5.0106352940962555
22656618,124 West 60th one bedroom apartment,165898555,Honey,Manhattan,Upper West Side,40.76973,-73.9848,Entire home/apt,200,30,0,NA,NA,7,365,5.298317366548036
31230933,Easy access to everything in NYC!,178213591,Lilian,Manhattan,Financial District,40.70777,-74.00676,Entire home/apt,120,10,8,2019-06-28,1.3,1,270,4.787491742782046
31020087,Charming 1BR by Washington Square Park Heart of NY,231675945,Alex,Manhattan,West Village,40.73236,-74.00213,Entire home/apt,370,3,20,2019-07-01,3.02,1,155,5.91350300563827
7602442,Chelsea Apt Great Location,39868106,Michael,Manhattan,Flatiron District,40.74334,-73.99204,Entire home/apt,400,1,0,NA,NA,1,0,5.991464547107982
33137479,Luxury 2BR/2BA by Grand Central with views,247120058,William,Manhattan,Murray Hill,40.74699,-73.97301,Entire home/apt,380,2,10,2019-06-18,3.75,1,26,5.940171252720432
26489955,Private Room-Chinatown/Soho/LittleItaly.HeartofNYC,197400421,Ben,Manhattan,Chinatown,40.71515,-73.99827,Private room,100,3,30,2019-06-01,2.51,2,147,4.605170185988092
4715740,1 BR with Steinway Grand Piano (30 Day Min),13976132,Joseph,Manhattan,Harlem,40.79973,-73.95541,Entire home/apt,120,3,133,2019-06-22,2.39,1,4,4.787491742782046
17515547,BEST LOCATION IN SOHO AND SPACIOUS APARTMENT,118745519,Alonso,Manhattan,Little Italy,40.71942,-73.99694,Entire home/apt,160,1,67,2019-01-20,2.45,1,189,5.075173815233827
20645320,32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH,76104209,Rated,Manhattan,Upper West Side,40.77068,-73.98674,Entire home/apt,230,30,0,NA,NA,33,364,5.438079308923196
31206409,Spacious 1-bedroom Apartment in Manhattan,233364799,Eva,Manhattan,Roosevelt Island,40.76314,-73.94864,Entire home/apt,100,1,21,2019-07-01,3.41,1,0,4.605170185988092
19342315,"Sunny, Spacious Apartment in Manhattan",135511518,Chloe,Manhattan,Washington Heights,40.85678,-73.92696,Private room,40,7,0,NA,NA,1,0,3.6888794541139363
22514661,Spacious apartment near East Village and LES,28248849,Stephen,Manhattan,East Village,40.72181,-73.98146,Entire home/apt,150,3,1,2018-01-15,0.06,1,0,5.0106352940962555
35132345,Beautiful Apartment close to Time Square,264458360,Luis,Manhattan,Hell's Kitchen,40.76127,-73.99234,Entire home/apt,170,3,6,2019-06-30,5.29,1,0,5.135798437050262
5883159,Beautiful One-Bedroom Apartment  Near Central Park,436365,Jessica M.,Manhattan,Upper East Side,40.76813,-73.95354,Entire home/apt,140,7,17,2018-05-24,0.35,3,0,4.941642422609304
21845780,Sky Cabin in Hell’s Kitchen! Steps to Times Square,5067783,Patrick,Manhattan,Hell's Kitchen,40.76564,-73.99118,Private room,120,1,53,2019-06-21,3,1,42,4.787491742782046
25319356,Washington Heights Getaway Bedroom,191229616,Cesar,Manhattan,Washington Heights,40.83271,-73.94145,Private room,60,15,10,2019-06-22,0.8,2,35,4.0943445622221
27403622,Charming exposed brick bedroom in the heart of LES,52050220,Brooke,Manhattan,Lower East Side,40.71873,-73.98553,Private room,100,1,4,2018-09-21,0.36,2,0,4.605170185988092
7398507,Chic apartment on Central Park West,5898139,Nicholas,Manhattan,Upper West Side,40.79933,-73.95949,Entire home/apt,180,1,1,2015-09-02,0.02,1,0,5.19295685089021
33787438,Cozy Studio in the heart of NYC,131544841,Taina,Manhattan,Kips Bay,40.74469,-73.98037,Entire home/apt,120,2,5,2019-07-07,2.05,1,10,4.787491742782046
22203719,Perfectly Located West Village Artist's Studio,156983314,Spencer,Manhattan,West Village,40.73607,-74.00373,Entire home/apt,150,3,12,2019-07-01,0.65,1,0,5.0106352940962555
34490362,Junior Suite 2 Queen Beds Mobility Accessible Tub,260618374,The Knickerbocker,Manhattan,Theater District,40.75513,-73.98784,Private room,100,1,0,NA,NA,13,344,4.605170185988092
3783639,Quiet private room in luxury bldg facing park,10193030,Kaori,Manhattan,Harlem,40.82217,-73.94149,Private room,80,3,0,NA,NA,2,88,4.382026634673881
2723554,Studio apartment Chelsea NYC,13937830,Jenniffer,Manhattan,Chelsea,40.73942,-73.99629,Entire home/apt,110,25,0,NA,NA,1,0,4.700480365792417
10470258,Stylish & Inviting Brownstone Apt,53955282,Jennifer And Kenneth,Manhattan,East Harlem,40.80985,-73.93838,Entire home/apt,120,3,118,2019-06-30,2.85,1,157,4.787491742782046
23342782,"Lovely West Harlem Duplex, Comfortably Sleeps 4",4325160,Kinda,Manhattan,Harlem,40.80381,-73.95055,Entire home/apt,120,10,10,2018-12-11,0.64,1,0,4.787491742782046
8650854,Beautiful and Large Private Room 1Block from train,21508828,Nguyen,Manhattan,Washington Heights,40.85289,-73.93508,Private room,60,1,16,2019-01-02,0.36,2,249,4.0943445622221
13880697,"★ Master Bdrm | HBO, Netflix + Stocked Mini Fridge",82143608,Eric,Manhattan,East Harlem,40.7868,-73.94269,Private room,100,1,209,2019-07-07,5.79,2,76,4.605170185988092
24370001,Stunning Rare Garden Family Home w/Loft! #10303,8961407,Jamie,Manhattan,Harlem,40.80569,-73.94848,Entire home/apt,450,3,38,2019-07-01,3.21,3,302,6.1092475827643655
5276704,"Cozy, Sunny, Clean UES Home in central location",27314977,Roza,Manhattan,Upper East Side,40.76771,-73.95844,Entire home/apt,110,4,8,2018-12-20,0.15,1,0,4.700480365792417
34337032,1 Bed/ 1 Bath / Columbus Circle/ Balcony,131647128,Emily,Manhattan,Upper West Side,40.77076,-73.98671,Entire home/apt,190,30,0,NA,NA,25,181,5.247024072160486
33397879,Large private bedroom New York,25073781,Arnaud,Manhattan,East Harlem,40.80564,-73.94198,Private room,60,2,15,2019-07-06,5.29,2,292,4.0943445622221
34973988,Cute studio in heart of LES. F train 3 mins away.,12642973,Christian,Manhattan,Lower East Side,40.72049,-73.98816,Entire home/apt,120,2,2,2019-06-23,1.36,1,67,4.787491742782046
593000,Cozy 1BD Manhattan close Central Pk,2927446,Marie-Jeanne,Manhattan,Upper East Side,40.77247,-73.94665,Entire home/apt,110,7,12,2016-11-18,0.14,1,0,4.700480365792417
20989659,LUXURY MURRAY HILL EAST 34TH~1BR,2856748,Ruchi,Manhattan,Murray Hill,40.7488,-73.97844,Entire home/apt,220,30,1,2019-06-23,1,49,311,5.393627546352362
10729454,Comfortable and eclectic UES room.,3139829,Tyler,Manhattan,Upper East Side,40.76797,-73.95369,Private room,50,1,2,2016-03-11,0.05,1,0,3.912023005428146
3962586,Sunny private room in Gramercy,20536249,Daphne,Manhattan,Gramercy,40.73371,-73.98576,Private room,150,1,1,2014-09-14,0.02,1,0,5.0106352940962555
17682543,Studio Apartment in Flatiron District,97266110,Ashley,Manhattan,Greenwich Village,40.73523,-73.99465,Entire home/apt,180,3,2,2017-04-18,0.07,1,365,5.19295685089021
2268845,Super Apt for Superbowl,1531465,Jim,Manhattan,Kips Bay,40.74438,-73.97744,Entire home/apt,400,1,0,NA,NA,1,0,5.991464547107982
14032445,Large One Bedroom Apartment,75853911,Sabrina,Manhattan,Harlem,40.80299,-73.95713,Entire home/apt,100,1,3,2016-09-16,0.09,1,0,4.605170185988092
4512329,Spacious Room in Sugar Hill,16685925,Douglas,Manhattan,Washington Heights,40.83089,-73.94125,Private room,50,3,3,2016-07-14,0.05,2,0,3.912023005428146
34207635,Midtown West - Comfort Twin Single Hotel,252604696,Erin,Manhattan,Chelsea,40.74942,-73.99536,Private room,150,1,0,NA,NA,20,359,5.0106352940962555
8213227,-CENTRAL PARK - 3 stops by subway(32'' TV room),43298076,Gordon M,Manhattan,Harlem,40.8224,-73.95402,Private room,40,2,34,2019-05-01,0.73,4,101,3.6888794541139363
20845031,"Homey Midtown East 1BR w/ Gym, Doorman, near the 6th street by Blueground",107434423,Blueground,Manhattan,Kips Bay,40.7451,-73.97915,Entire home/apt,310,30,0,NA,NA,232,156,5.736572297479192
32237692,Sonder | Stock Exchange | Tranquil 2BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70767,-74.01061,Entire home/apt,400,2,8,2019-06-16,1.9,327,273,5.991464547107982
310796,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,110,30,18,2019-06-07,0.2,5,285,4.700480365792417
29835357,East Village Oasis,8573489,Jc,Manhattan,East Village,40.73022,-73.97998,Entire home/apt,220,4,1,2019-07-08,1,1,14,5.393627546352362
25810632,Private room w/ pvt entrance near Times Sq. 22B,190921808,John,Manhattan,Hell's Kitchen,40.75393,-73.99558,Private room,60,7,12,2019-06-23,1.09,47,354,4.0943445622221
7246757,Amazing LES Manhattan Apt in LES,3586177,Marianna,Manhattan,Lower East Side,40.7201,-73.9841,Entire home/apt,180,3,44,2019-06-23,0.92,1,34,5.19295685089021
35709825,Studio w Laundry Minutes from Major Attractions ☆,218335154,Nelson,Manhattan,Midtown,40.74335,-73.98287,Entire home/apt,250,1,3,2019-07-01,3,2,360,5.521460917862246
3645284,Reno 2BR~Sleeps5~Prime Upper east~,2119276,Host,Manhattan,Upper East Side,40.76043,-73.95992,Entire home/apt,160,30,15,2019-04-07,0.25,39,333,5.075173815233827
10322621,Luxury High-Rise Manhattan Apt,20193547,Rosa,Manhattan,Chelsea,40.75168,-73.99376,Private room,80,1,0,NA,NA,1,0,4.382026634673881
27462063,Luxurious West Village Studio with Zen Garden,21888830,Jordan,Manhattan,West Village,40.73495,-74.00402,Entire home/apt,190,30,5,2019-04-01,0.6,1,130,5.247024072160486
30158735,"Spacious 2 Bedroom, LES, Amazing Rooftop",146638424,Sean,Manhattan,East Village,40.72141,-73.98111,Entire home/apt,130,1,2,2019-02-10,0.27,1,0,4.867534450455582
4621217,Gramercy~New 1BR~Sleeps4~Rono~,2119276,Host,Manhattan,Gramercy,40.73346,-73.98216,Entire home/apt,140,30,7,2018-09-10,0.13,39,332,4.941642422609304
26692070,SUPER COZY LUXURY APT WALL ST. WITH GYM/ROOFTOP,200683024,Ezgin,Manhattan,Financial District,40.70496,-74.00639,Entire home/apt,130,5,36,2019-06-13,3.06,1,136,4.867534450455582
33189755,"San Carlos Hotel One Bedrm Suite/3 beds, up to 6",173685298,Janet,Manhattan,Midtown,40.75475,-73.97243,Private room,400,1,1,2019-06-02,0.81,11,364,5.991464547107982
16466819,Grand Central / United Nations Beautiful Studio!!,1475015,Mike,Manhattan,Midtown,40.75072,-73.97023,Entire home/apt,80,30,0,NA,NA,52,325,4.382026634673881
26772477,Full Cabin One,51913826,The Bowery House,Manhattan,Nolita,40.72271,-73.99412,Private room,110,1,2,2018-07-29,0.17,8,0,4.700480365792417
11587997,"Quiet, Clean, Lit @ Lower East Side",40470433,Hana,Manhattan,Lower East Side,40.71303,-73.98645,Private room,50,1,0,NA,NA,1,0,3.912023005428146
21915201,Soho 2 Bedroom Private Terrace,159903889,Patricia,Manhattan,SoHo,40.72067,-74.00024,Entire home/apt,400,4,42,2019-06-22,2.13,1,306,5.991464547107982
98330,LOVELY APARTMENT IN THE HEART OF NY,31374,Shon,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,120,4,1,2012-01-03,0.01,3,181,4.787491742782046
14429513,Sunlit Private Room in Centrally Located Chelsea,69021484,Jocelyn & Jake,Manhattan,Chelsea,40.75066,-73.99944,Private room,140,5,120,2019-07-02,3.91,1,52,4.941642422609304
9920607,Perfectly Located West Village 2BR,15445809,Andrew,Manhattan,Greenwich Village,40.73383,-73.99899,Entire home/apt,200,2,0,NA,NA,1,0,5.298317366548036
7572534,Comfortable cool -  Manhattan - up to 2 guests,37579015,Ana,Manhattan,Hell's Kitchen,40.75894,-73.9915,Private room,90,1,142,2019-06-21,3.1,5,164,4.499809670330265
21959796,Gorgeous Apt In Central Manhattan,90956690,Dean,Manhattan,Murray Hill,40.74661,-73.97698,Entire home/apt,200,4,2,2018-01-01,0.1,1,0,5.298317366548036
30023607,Sunny bedroom with a view in East Village/LES/NYC,29217011,Eb,Manhattan,Lower East Side,40.72122,-73.98652,Private room,80,4,2,2019-01-04,0.28,1,0,4.382026634673881
4783738,MODERN Luxury Hotel Residence in Midtown,7655962,Dee J,Manhattan,Hell's Kitchen,40.7574,-73.99361,Entire home/apt,100,6,11,2018-11-01,0.22,1,0,4.605170185988092
30369751,Private bedroom w/ bathroom in cozy UWS apartment,206960083,Marjolein,Manhattan,Upper West Side,40.78384,-73.97696,Private room,100,7,1,2019-01-03,0.16,1,0,4.605170185988092
27011736,NEW Perfect shared male room right on Manhattan IV,39528519,Max,Manhattan,Lower East Side,40.7111,-73.98689,Shared room,40,14,1,2018-12-26,0.15,28,322,3.6888794541139363
21204708,Quiet East Village Studio next to snug coffee shop,23386210,John,Manhattan,East Village,40.7269,-73.9847,Entire home/apt,140,10,22,2018-12-30,1.04,1,0,4.941642422609304
3112872,Sunny Studio Near Central Park,2641574,Meredith,Manhattan,Upper West Side,40.77573,-73.98264,Entire home/apt,220,2,8,2015-06-21,0.13,1,0,5.393627546352362
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,2019-06-23,0.99,1,329,6.214608098422191
16087249,1 Bdrm Deluxe located in Wyndham Midtown 45 Resort,69545883,Chayla,Manhattan,Midtown,40.75356,-73.97155,Private room,800,3,1,2016-12-06,0.03,12,365,6.684611727667927
34928299,"Great views, great location, great apartment!",1668747,Guido,Manhattan,Hell's Kitchen,40.76022,-74.00117,Entire home/apt,190,3,2,2019-07-02,2,1,44,5.247024072160486
35914591,**Central Park* UWS Luxury 4 Bed/2 Bath Sleeps 8!!,270139900,Norman,Manhattan,Upper West Side,40.78439,-73.97746,Entire home/apt,310,4,0,NA,NA,1,344,5.736572297479192
28510491,Clean + Cozy Room-Please Read All Details,215189782,Bianca,Manhattan,Hell's Kitchen,40.76825,-73.98743,Private room,200,3,8,2019-05-30,0.83,1,332,5.298317366548036
10231620,Private 2 Bedroom Apt Minutes from Times Square,29452204,Cynthia,Manhattan,Hell's Kitchen,40.76124,-73.98897,Entire home/apt,160,2,0,NA,NA,1,0,5.075173815233827
9530079,Posh Upper West 2 BR w/ Doorman,49367316,Tara,Manhattan,Morningside Heights,40.80542,-73.9623,Entire home/apt,290,5,0,NA,NA,1,0,5.66988092298052
6619797,Sunny Apartment near Columbia & beautiful parks!,4769812,Georgina,Manhattan,Harlem,40.81287,-73.95186,Entire home/apt,120,10,7,2019-03-29,0.19,1,8,4.787491742782046
9426526,NEW HUGE 2 ROOMS TIMES SQ CHIC NY!!,48866651,Nissim,Manhattan,Hell's Kitchen,40.76465,-73.99499,Entire home/apt,70,30,1,2018-11-14,0.13,5,365,4.248495242049359
9390729,Manhattan Brownstone Great Location,15280538,Elisabeth,Manhattan,East Harlem,40.78758,-73.95026,Entire home/apt,460,3,74,2019-07-06,1.67,1,62,6.131226489483141
4795088,Charming West Harlem Apartment,24711105,Stephanie,Manhattan,Harlem,40.82796,-73.9505,Private room,100,1,0,NA,NA,1,0,4.605170185988092
27874671,room in a soho loft,3968209,Swetha,Manhattan,SoHo,40.72099,-73.99921,Private room,100,3,8,2019-04-29,0.81,2,361,4.605170185988092
22230454,☆Huge Private Room Near Park & Train in MANHATTAN!,20134899,Michael,Manhattan,Harlem,40.82816,-73.94957,Private room,70,2,47,2019-05-16,3.78,2,0,4.248495242049359
2201491,BEST LOCATION! On the border of Chelsea/W Village,3579337,Nina,Manhattan,West Village,40.73776,-73.99996,Entire home/apt,160,1,8,2019-02-09,0.15,3,300,5.075173815233827
9795958,Cute 1 Bedroom in Hells Kitchen,4205782,Jesse,Manhattan,Hell's Kitchen,40.76223,-73.99296,Entire home/apt,150,4,0,NA,NA,1,0,5.0106352940962555
16991994,Spectacular one bedroom Close to Park,113805886,Yaacov,Manhattan,Upper East Side,40.77743,-73.94977,Entire home/apt,140,31,4,2019-04-12,0.23,33,338,4.941642422609304
22504678,Manhattan Palace Presidential Suite,122786340,Joseph,Manhattan,Upper West Side,40.80115,-73.96524,Private room,70,1,0,NA,NA,1,0,4.248495242049359
33900104,Clean and comfortable Upper East Side location,253071059,Eugenio,Manhattan,East Harlem,40.78995,-73.94603,Private room,100,1,7,2019-05-28,2.56,1,0,4.605170185988092
6329973,Times Square room with private bath,31626212,Troy,Manhattan,Theater District,40.75731,-73.98479,Private room,120,60,140,2019-06-24,2.81,5,283,4.787491742782046
34172912,Beautiful apartment in prime Soho NYC,16862745,Andrea,Manhattan,Greenwich Village,40.72786,-74.00158,Entire home/apt,250,2,8,2019-06-21,3.69,1,310,5.521460917862246
24758512,NYC living,60975812,Johan,Manhattan,Hell's Kitchen,40.75417,-73.99435,Private room,70,4,0,NA,NA,1,0,4.248495242049359
31130,Most Central Location!,117287,Lara,Manhattan,Hell's Kitchen,40.76754,-73.98399,Private room,130,2,50,2019-05-26,0.45,3,234,4.867534450455582
21922407,Beautiful 1 bedroom in Upper west side,4389871,Agostina,Manhattan,Morningside Heights,40.80853,-73.96352,Entire home/apt,90,4,0,NA,NA,1,0,4.499809670330265
21192364,Immaculate studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74877,-73.977,Entire home/apt,150,30,2,2019-05-31,0.21,50,364,5.0106352940962555
17637673,Mels Manhattan Home,119959551,Melissa,Manhattan,Chelsea,40.73756,-73.99111,Entire home/apt,220,4,5,2017-12-30,0.18,1,0,5.393627546352362
16212767,Studio with private entrance near Central Park.,6082745,Tracey,Manhattan,Upper West Side,40.78361,-73.9732,Entire home/apt,220,10,14,2019-04-24,0.52,1,11,5.393627546352362
1971540,Sunny Midtown NYC Room,10179999,Joseph,Manhattan,Upper West Side,40.77021,-73.98721,Private room,150,1,157,2019-06-28,2.49,1,365,5.0106352940962555
28637994,Spacious Room in Upper Manhattan,2605122,Jessica,Manhattan,Harlem,40.8072,-73.94513,Private room,60,28,3,2018-10-30,0.33,1,0,4.0943445622221
26260516,Bright room between SoHo/NoHo/LES,191276498,Yosh,Manhattan,Little Italy,40.71778,-73.99801,Private room,90,3,35,2019-04-23,2.84,1,0,4.499809670330265
13881317,Deluxe Furnished Spacious Studio Apartment,44034761,Matt,Manhattan,Upper West Side,40.77906,-73.98507,Entire home/apt,110,1,65,2019-06-30,1.8,2,266,4.700480365792417
1923153,Cozy Vintage Inspired East Village,9965028,Sasha,Manhattan,East Village,40.72709,-73.98442,Entire home/apt,450,2,18,2017-01-15,0.28,1,363,6.1092475827643655
9365176,Fifth Ave. Modern Studio,48593893,Alex,Manhattan,Midtown,40.75103,-73.98349,Entire home/apt,250,2,10,2017-05-24,0.23,1,0,5.521460917862246
542203,QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN**,1846051,Kj,Manhattan,Hell's Kitchen,40.76304,-73.9888,Entire home/apt,200,3,22,2019-06-23,1.61,2,59,5.298317366548036
6004200,Cozy Harlem Experience,20109767,Jennifer,Manhattan,Harlem,40.82846,-73.94492,Private room,60,1,6,2015-06-18,0.12,1,341,4.0943445622221
747605,"East Village Studio, Great Location",3665794,Jack,Manhattan,East Village,40.72699,-73.97969,Entire home/apt,180,4,213,2019-07-01,2.62,1,277,5.19295685089021
34013223,ARTIST ABODE CLOSE TO APOLLO AND SCHOMBURG CENTRE,256817214,Taio,Manhattan,Harlem,40.81597,-73.94114,Private room,90,5,1,2019-06-03,0.83,1,354,4.499809670330265
15701663,Home sweet home in Harlem,26504092,Wangari,Manhattan,Harlem,40.81407,-73.95092,Entire home/apt,100,3,2,2017-01-05,0.06,1,0,4.605170185988092
21899241,Spacious and bright private bedroom in LES,41865841,Tom,Manhattan,Lower East Side,40.71325,-73.99009,Private room,160,2,2,2018-01-02,0.1,1,0,5.075173815233827
19502079,ღღღSteps to Major Tourist Attractionsღღღ,112799848,Arthur,Manhattan,Hell's Kitchen,40.76615,-73.98829,Private room,100,1,73,2019-06-30,2.96,3,342,4.605170185988092
14092722,Large 1BR in Heart of the West Village,25075066,Scott,Manhattan,West Village,40.7349,-74.0005,Entire home/apt,260,2,19,2019-04-25,0.55,1,5,5.560681631015528
35465106,Explore NYC in Stylish Contemporary Studio,265666981,Lenny,Manhattan,Hell's Kitchen,40.76397,-73.99078,Entire home/apt,220,1,5,2019-07-01,5,1,173,5.393627546352362
36235186,Walk to Times SQ! Simple room in heart of NYC,62241191,Jonathan,Manhattan,Hell's Kitchen,40.75512,-73.99437,Private room,80,1,0,NA,NA,1,6,4.382026634673881
20783811,Eclectic studio steps from Highline Park Chelsea,1911615,Conley,Manhattan,Chelsea,40.74641,-74.0051,Entire home/apt,440,3,3,2018-05-19,0.14,2,0,6.0867747269123065
3624380,Private bedroom apartment 4B/2,18212433,Veronique Camille,Manhattan,East Harlem,40.7942,-73.94136,Private room,60,21,2,2017-07-04,0.04,8,331,4.0943445622221
205043,Modern Condo in Midtown,1007558,Welcome To My Place,Manhattan,Theater District,40.75895,-73.9883,Private room,150,1,330,2019-06-20,7.14,1,111,5.0106352940962555
14282356,Amazing Apt in Hells Kitchen!!,87152012,Steven,Manhattan,Hell's Kitchen,40.76249,-73.99103,Private room,80,1,117,2018-02-23,3.34,1,0,4.382026634673881
15218699,2Bdrm PRESIDENTIAL CONDO Wyndham Midtown 45 Hotel,96098402,Wynpoints,Manhattan,Midtown,40.75375,-73.97295,Private room,800,4,3,2016-12-28,0.09,12,365,6.684611727667927
21435076,Charming Grand Central Two Bedroom (2F),37487997,Sean,Manhattan,Murray Hill,40.74866,-73.97755,Entire home/apt,140,30,1,2018-08-07,0.09,1,188,4.941642422609304
25104274,Nice bedroom in Morningside Heights spacious flat,7056141,Magda,Manhattan,Morningside Heights,40.80403,-73.96479,Private room,60,30,0,NA,NA,1,39,4.0943445622221
28890542,E.Village Private bdrm with Private Entrance for 4,181810800,David,Manhattan,East Village,40.72699,-73.98548,Private room,140,2,11,2019-01-01,1.19,1,0,4.941642422609304
33653706,Brand New Duplex 3BR~W/D in the unit.,162280872,Izi,Manhattan,Upper East Side,40.77139,-73.95651,Entire home/apt,290,30,1,2019-05-17,0.57,13,283,5.66988092298052
13123883,Bright Open Bedroom at the Heart of Wall Street,18438941,Junyi,Manhattan,Financial District,40.70883,-74.00764,Shared room,100,10,0,NA,NA,1,0,4.605170185988092
20432615,Private room next to Central Park!,19887805,Joshua,Manhattan,Upper West Side,40.79574,-73.96312,Private room,60,1,1,2017-08-26,0.04,1,35,4.0943445622221
21550105,Cozy & Tidy Private Room at Upper West Manhattan,29021587,Oscar,Manhattan,Morningside Heights,40.80967,-73.95781,Private room,80,3,0,NA,NA,1,0,4.382026634673881
9470554,Private bedroom available in the East Village,49082748,Robert,Manhattan,East Village,40.72911,-73.98151,Private room,80,14,99,2019-07-03,2.32,1,21,4.382026634673881
33526039,One bedroom apartment in mid-town,20229932,Francesco,Manhattan,Murray Hill,40.74535,-73.9764,Entire home/apt,120,2,6,2019-06-30,1.94,1,0,4.787491742782046
18507671,Shared room at Lincoln Center,5440952,Ryan,Manhattan,Upper West Side,40.77244,-73.98204,Shared room,80,30,0,NA,NA,1,0,4.382026634673881
10115542,Chic Studio in Heart of Manhattan!,16682678,Casey,Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,100,1,3,2016-03-09,0.07,1,0,4.605170185988092
22277909,"Cozy, Upper West Side One Bedroom",132464629,Bethany,Manhattan,Upper West Side,40.78178,-73.97928,Entire home/apt,140,12,1,2018-01-05,0.05,1,0,4.941642422609304
34233364,★ Huge Three Bedroom Centrally Located ★,258389576,William,Manhattan,Upper East Side,40.78161,-73.94852,Entire home/apt,450,1,5,2019-05-31,2.24,1,164,6.1092475827643655
808705,ONE BED/ LUXURY @ COLUMBUS CIRCLE!,3038687,Karen,Manhattan,Hell's Kitchen,40.76704,-73.98345,Entire home/apt,140,45,16,2017-11-20,0.21,8,0,4.941642422609304
